Name,Size,MetalOD,LowTempC,LowResistancemile,LowResistancemeter,HiTempC,HiResistancemile,HiResistancemeter,alpha,beta,Type,Validated,minfirstderivative,Tc0hot,Tc0cold
Dove,556.5,0.852,25,0.15998,9.94072e-05,75,0.19219,0.000119422,8.94e-05,4.00288e-07,ACSSTW,1,-0.365312363171865,510.068444100073,-100
Calumet,565.3,0.858,25,0.1581,9.8239e-05,75,0.1898,0.000117937,8.83903e-05,3.9395e-07,ACSSTW,1,-0.366839149891753,508.433137232165,-100
Mohawk,571.7,0.846,25,0.157,9.75555e-05,75,0.1884,0.000117067,8.78e-05,3.90222e-07,ACSSTW,1,-0.363766170438059,510.786430645038,-100
Rook,636,0.89,25,0.1413,8.78e-05,75,0.1696,0.000105385,7.90075e-05,3.51697e-07,ACSSTW,1,-0.374903062001364,498.588083191064,-100
Grosbeak,636,0.908,25,0.14045,8.72718e-05,75,0.16843,0.000104658,7.85788e-05,3.4772e-07,ACSSTW,1,-0.379427736523462,494.808013476774,-100
Scoter,636,0.953,25,0.1393,8.65572e-05,75,0.1672,0.000103894,7.78891e-05,3.46726e-07,ACSSTW,1,-0.390590090737809,486.01494765085,-100
Oswego,664.8,0.927,25,0.1347,8.36989e-05,75,0.1617,0.000100476,7.53104e-05,3.35541e-07,ACSSTW,1,-0.384147476686578,490.018391967183,-100
Mystic,666.6,0.913,25,0.1349,8.38232e-05,75,0.1619,0.0001006,7.54347e-05,3.35541e-07,ACSSTW,1,-0.38066149444737,492.76795875985,-100
Wabash,762.8,0.99,25,0.1177,7.31356e-05,75,0.1411,8.76757e-05,6.58655e-05,2.90802e-07,ACSSTW,1,-0.399568819954792,475.208029705073,-100
Maumee,768.2,0.977,25,0.1174,7.29492e-05,75,0.1407,8.74271e-05,6.57102e-05,2.8956e-07,ACSSTW,1,-0.396398785867487,477.447909934063,-100
Tern,795,0.96,25,0.1147,7.12715e-05,75,0.1373,8.53145e-05,6.42499e-05,2.8086e-07,ACSSTW,1,-0.392225299410648,479.976243363767,-100
Puffin,795,0.98,25,0.1139,7.07744e-05,75,0.1365,8.48174e-05,6.37528e-05,2.8086e-07,ACSSTW,1,-0.397118674468812,476.219300389008,-100
Condor,795,0.993,25,0.1136,7.05879e-05,75,0.1361,8.45688e-05,6.35975e-05,2.79618e-07,ACSSTW,1,-0.400283633572226,473.87289347303,-100
Drake,795,1.01,25,0.11246,6.98796e-05,75,0.13464,8.36616e-05,6.29886e-05,2.75641e-07,ACSSTW,1,-0.404394321673228,470.729481975109,-100
Canary,900,1.055,25,0.1007,6.25722e-05,75,0.1205,7.48754e-05,5.64206e-05,2.46064e-07,ACSSTW,1,-0.415119418000092,460.981143000469,-100
Fraser,946.7,1.077,25,0.0969,6.0211e-05,75,0.119,7.39434e-05,5.33448e-05,2.74647e-07,ACSSTW,1,-0.420318323828054,456.734153241052,-100
Phoenix,954,1.044,25,0.097,6.02732e-05,75,0.119,7.39434e-05,5.34381e-05,2.73404e-07,ACSSTW,1,-0.412486454710318,462.031321396729,-100
Rail,954,1.061,25,0.0967,6.00867e-05,75,0.1187,7.37569e-05,5.32516e-05,2.73404e-07,ACSSTW,1,-0.416529429595265,459.237941690109,-100
Cardinal,954,1.084,25,0.09451,5.87259e-05,75,0.11299,7.02089e-05,5.29845e-05,2.29659e-07,ACSSTW,1,-0.421961263988026,455.172508731169,-100
Kettle,957.2,1.06,25,0.0964,5.99003e-05,75,0.1183,7.35084e-05,5.30963e-05,2.72161e-07,ACSSTW,1,-0.416290960618777,459.342945596851,-100
Suwannee,959.6,1.108,25,0.0941,5.84712e-05,75,0.1127,7.00287e-05,5.26924e-05,2.31151e-07,ACSSTW,1,-0.427591394555591,451.426212020359,-100
Columbia,966.2,1.092,25,0.094,5.8409e-05,75,0.1124,6.98423e-05,5.26924e-05,2.28665e-07,ACSSTW,1,-0.423843269633583,453.830492312387,-100
Snowbird,1033.5,1.089,25,0.0899,5.58614e-05,75,0.1101,6.84131e-05,4.95855e-05,2.51035e-07,ACSSTW,1,-0.423121597633583,453.499491466268,-100
Ortolan,1033.5,1.102,25,0.0896,5.5675e-05,75,0.1098,6.82267e-05,4.93991e-05,2.51035e-07,ACSSTW,1,-0.42617303010901,451.45027326077,-100
Curlew,1033.5,1.129,25,0.08818,5.47926e-05,75,0.10507,6.52876e-05,4.95452e-05,2.099e-07,ACSSTW,1,-0.432454635796798,447.130986068961,-100
Avocet,1113,1.129,25,0.0838,5.2071e-05,75,0.0938,5.82848e-05,4.89642e-05,1.24275e-07,ACSSTW,1,-0.432437652463874,446.269527193136,-100
Bluejay,1113,1.143,25,0.0835,5.18846e-05,75,0.0935,5.80984e-05,4.87778e-05,1.24275e-07,ACSSTW,1,-0.435678413468426,444.164279942471,-100
Finch,1113,1.185,25,0.0826,5.13254e-05,75,0.1012,6.28829e-05,4.55466e-05,2.31151e-07,ACSSTW,1,-0.445329237700605,438.040971744362,-100
Genesee,1158,1.165,25,0.0805,5.00205e-05,75,0.0983,6.10809e-05,4.44903e-05,2.21209e-07,ACSSTW,1,-0.440736746182772,440.420885383623,-100
Hudson,1158.4,1.196,25,0.079,4.90884e-05,75,0.0943,5.85954e-05,4.43349e-05,1.9014e-07,ACSSTW,1,-0.447826506559432,435.830456177585,-100
Cheyenne,1168.1,1.155,25,0.0801,4.9772e-05,75,0.0979,6.08324e-05,4.42417e-05,2.21209e-07,ACSSTW,1,-0.438434111438847,441.772810557393,-100
Oxbird,1192.5,1.167,25,0.0786,4.88399e-05,75,0.096,5.96518e-05,4.3434e-05,2.16238e-07,ACSSTW,1,-0.441188685735051,439.778907787241,-100
Bunting,1192.5,1.181,25,0.0783,4.86535e-05,75,0.0956,5.94032e-05,4.32786e-05,2.14995e-07,ACSSTW,1,-0.444397314845971,437.760807420719,-100
Grackle,1192.5,1.225,25,0.0773,4.80321e-05,75,0.0947,5.8844e-05,4.26262e-05,2.16238e-07,ACSSTW,1,-0.454391810100262,431.594609697846,-100
Yukon,1233.6,1.245,25,0.07498,4.65905e-05,75,0.0887,5.51158e-05,4.23279e-05,1.70505e-07,ACSSTW,1,-0.458881617171251,428.522525378429,-100
Nelson,1257.1,1.213,25,0.0745,4.62923e-05,75,0.0909,5.64828e-05,4.1197e-05,2.0381e-07,ACSSTW,1,-0.45167050844186,432.654545405485,-100
Catawba,1272,1.203,25,0.0741,4.60437e-05,75,0.0902,5.60478e-05,4.10417e-05,2.00082e-07,ACSSTW,1,-0.449401434042875,433.911431060807,-100
Scissortail,1272,1.203,25,0.0741,4.60437e-05,75,0.0902,5.60478e-05,4.10417e-05,2.00082e-07,ACSSTW,1,-0.449401434042875,433.911431060807,-100
Bittern,1272,1.22,25,0.0737,4.57952e-05,75,0.0899,5.58614e-05,4.07621e-05,2.01325e-07,ACSSTW,1,-0.453249130508991,431.561955504676,-100
Pheasant,1272,1.264,25,0.07286,4.52732e-05,75,0.08659,5.38047e-05,4.10075e-05,1.70629e-07,ACSSTW,1,-0.463127094100362,425.674135798396,-100
Thames,1334.6,1.29,25,0.0696,4.32475e-05,75,0.0849,5.27545e-05,3.8494e-05,1.9014e-07,ACSSTW,1,-0.468904240314243,421.779973137384,-100
Dipper,1351.5,1.256,25,0.0697,4.33097e-05,75,0.0849,5.27545e-05,3.85872e-05,1.88897e-07,ACSSTW,1,-0.46132537286957,426.072007000646,-100
Martin,1351.5,1.3,25,0.0688,4.27504e-05,75,0.0839,5.21332e-05,3.80591e-05,1.87655e-07,ACSSTW,1,-0.47111875795199,420.403062442552,-100
Mackenzie,1359.7,1.259,25,0.0694,4.31233e-05,75,0.0844,5.24439e-05,3.8463e-05,1.86412e-07,ACSSTW,1,-0.461995353456452,425.621469572178,-100
Truckee,1372.5,1.248,25,0.0691,4.29369e-05,75,0.084,5.21953e-05,3.83076e-05,1.85169e-07,ACSSTW,1,-0.459530640463856,426.983783435002,-100
Bobolink,1431,1.291,25,0.0662,4.11349e-05,75,0.0804,4.99584e-05,3.67231e-05,1.7647e-07,ACSSTW,1,-0.469112241945344,420.981175498247,-100
Plover,1431,1.337,25,0.0652,4.05135e-05,75,0.0795,4.93991e-05,3.60707e-05,1.77713e-07,ACSSTW,1,-0.479256704287964,415.24429039822,-100
Merrimack,1433.6,1.34,25,0.0651,4.04514e-05,75,0.0793,4.92749e-05,3.60396e-05,1.7647e-07,ACSSTW,1,-0.479912593630699,414.881335775815,-100
MiramichiACSS,1455.3,1.302,25,0.0652,4.05135e-05,75,0.0792,4.92127e-05,3.61639e-05,1.73984e-07,ACSSTW,1,-0.471546832353441,419.440726547289,-100
St. Croix,1467.8,1.292,25,0.065,4.03892e-05,75,0.0789,4.90263e-05,3.60707e-05,1.72742e-07,ACSSTW,1,-0.469329194091069,420.617491056734,-100
Rio Grande,1533.3,1.382,25,0.0612,3.8028e-05,75,0.0744,4.62301e-05,3.3927e-05,1.64042e-07,ACSSTW,1,-0.489039139702535,409.273894131562,-100
Potomac,1557.4,1.345,25,0.0613,3.80901e-05,75,0.0743,4.6168e-05,3.40512e-05,1.61557e-07,ACSSTW,1,-0.480989487917102,413.529845991567,-100
Platte,1569,1.334,25,0.0613,3.80901e-05,75,0.0742,4.61059e-05,3.40823e-05,1.60314e-07,ACSSTW,1,-0.478583538820707,414.831659910185,-100
Lapwing,1590,1.358,25,0.05966,3.70711e-05,75,0.07022,4.36328e-05,3.37902e-05,1.31234e-07,ACSSTW,1,-0.483818356700633,411.696677216671,-100
Falcon,1590,1.408,25,0.05914,3.6748e-05,75,0.07022,4.36328e-05,3.33056e-05,1.37696e-07,ACSSTW,1,-0.494648978910293,405.973324008122,-100
Pecos,1622,1.424,25,0.058,3.60396e-05,75,0.0688,4.27504e-05,3.26842e-05,1.34217e-07,ACSSTW,1,-0.498086451148571,403.995218153161,-100
Schuylkill,1657.4,1.386,25,0.0581,3.61018e-05,75,0.0702,4.36204e-05,3.23425e-05,1.50372e-07,ACSSTW,1,-0.489892350283611,408.199012229355,-100
James,1730.6,1.47,25,0.0549,3.41134e-05,75,0.0664,4.12591e-05,3.05405e-05,1.42916e-07,ACSSTW,1,-0.50789809179711,398.503365473528,-100
Pee Dee,1758.6,1.427,25,0.0551,3.42376e-05,75,0.0665,4.13213e-05,3.06958e-05,1.41673e-07,ACSSTW,1,-0.498718093355352,403.087381184232,-100
Chukar,1780,1.445,25,0.05438,3.37902e-05,75,0.05396,3.35293e-05,3.39207e-05,-5.21953e-09,ACSSTW,1,-0.502571810753506,401.021024858383,-100
Cumberland,1926.9,1.545,25,0.05016,3.11681e-05,75,0.05861,3.64187e-05,2.85428e-05,1.05012e-07,ACSSTW,1,-0.523657464726197,390.022397348835,-100
Athabaska,1949.6,1.504,25,0.05069,3.14974e-05,75,0.05914,3.6748e-05,2.88721e-05,1.05012e-07,ACSSTW,1,-0.515061903172734,394.186251999431,-100
Powder,2153.8,1.602,25,0.0464,2.88317e-05,75,0.0543,3.37405e-05,2.63773e-05,9.81769e-08,ACSSTW,1,-0.53548412842839,383.856303695177,-100
Bluebird,2156,1.608,25,0.0464,2.88317e-05,75,0.0543,3.37405e-05,2.63773e-05,9.81769e-08,ACSSTW,1,-0.53672363827164,383.303131194656,-100
Santee,2627.3,1.762,25,0.0396,2.46064e-05,75,0.0459,2.8521e-05,2.2649e-05,7.8293e-08,ACSSTW,1,-0.567939553518394,368.583999001444,-100
Turkey,6,0.198,25,3.454,0.002146221,75,4.32,0.00268433,0.001877167,1.07622e-05,ACSR,1,-0.168528842914433,809.025765304202,-100
Swan,4,0.25,25,2.172,0.001349622,75,2.765,0.001718096,0.001165385,7.36948e-06,ACSR,1,-0.186832165385448,749.954200130123,-100
Swanate,4,0.257,25,2.147,0.001334087,75,2.779,0.001726795,0.001137733,7.85415e-06,ACSR,1,-0.189268662384229,743.712051954108,-100
Sparrow,2,0.316,25,1.366,0.000848795,75,1.778,0.001104801,0.000720792,5.12011e-06,ACSR,1,-0.208118541369676,694.348461044463,-100
Sparate,2,0.325,25,1.351,0.000839475,75,1.787,0.001110393,0.000704015,5.41837e-06,ACSR,1,-0.210938839970047,688.510518270676,-100
Robin,1,0.355,25,1.083,0.000672947,75,1.427,0.000886699,0.000566071,4.27504e-06,ACSR,1,-0.2202367063393,668.003618340985,-100
Raven,1,0.398,25,0.859,0.000533759,75,1.145,0.000711472,0.000444903,3.55425e-06,ACSR,1,-0.234588934913969,642.949179476358,-100
Quail,2,0.447,25,0.681,0.000423155,75,0.924,0.000574148,0.000347658,3.01987e-06,ACSR,1,-0.251435902544594,618.274310796172,-100
Pigeon,3,0.502,25,0.541,0.000336163,75,0.746,0.000463544,0.000272472,2.54763e-06,ACSR,1,-0.268516188532653,594.403135207842,-100
Penguin,4,0.563,25,0.434,0.000269676,75,0.611,0.000379659,0.000214684,2.19966e-06,ACSR,1,-0.286747271952387,571.735686155553,-100
Grouse,80,0.367,25,1.112,0.000690966,75,1.525,0.000947593,0.000562653,5.13254e-06,ACSR,1,-0.224296518479615,661.939404936173,-100
Petrel,101.8,0.461,25,0.853,0.000530031,75,1.321,0.000820833,0.00038463,5.81605e-06,ACSR,0,-0.256282569802097,616.497707708497,-100
Minorca,110.8,0.481,25,0.783,0.000486535,75,1.233,0.000766153,0.000346726,5.59235e-06,ACSR,0,-0.262477602417287,607.756028794547,-100
Leghorn,134.6,0.53,25,0.645,0.000400785,75,1.053,0.000654305,0.000274025,5.0704e-06,ACSR,0,-0.277319949625147,588.35841212917,-100
Guinea,159,0.576,25,0.491,0.000305094,75,0.921,0.000572284,0.000171499,5.34381e-06,ACSR,0,-0.000662727834620958,570.082276129523,-100
Cochin,211.3,0.664,25,0.411,0.000255384,75,0.732,0.000454845,0.000155654,3.98921e-06,ACSR,0,-0.156188920327078,545.243042859541,-100
Waxwing,266.8,0.609,25,0.3471,0.000215678,75,0.4155,0.00025818,0.000194428,8.50038e-07,ACSR,1,-0.299992491580393,555.568986173828,-100
Partridge,266.8,0.642,25,0.3437,0.000213566,75,0.4113,0.000255571,0.000192563,8.40096e-07,ACSR,1,-0.309419635809921,547.007630277189,-100
Junco,266.8,0.66,25,0.3413,0.000212075,75,0.4083,0.000253706,0.000191259,8.32639e-07,ACSR,1,-0.314482043285803,542.660023940821,-100
Ostrich,300,0.68,25,0.3058,0.000190016,75,0.3659,0.00022736,0.000171344,7.4689e-07,ACSR,1,-0.319963363197067,536.24974107172,-100
Merlin,336.4,0.684,25,0.2756,0.00017125,75,0.3298,0.000204929,0.000154411,6.73568e-07,ACSR,1,-0.3209894143329,533.682333845449,-100
Widgeon,336.4,0.7103,25,0.274,0.000170256,75,0.3279,0.000203748,0.00015351,6.6984e-07,ACSR,1,-0.328219192479361,527.856383522285,-100
Linnet,336.4,0.72,25,0.273,0.000169635,75,0.327,0.000203189,0.000152858,6.71083e-07,ACSR,1,-0.330855987387265,525.789981042138,-100
Oriole,336.4,0.741,25,0.2708,0.000168268,75,0.324,0.000201325,0.000151739,6.61141e-07,ACSR,1,-0.336525841131471,521.411467761415,-100
Chickadee,397.5,0.743,25,0.2336,0.000145153,75,0.2794,0.000173612,0.000130923,5.69177e-07,ACSR,1,-0.336958033527312,518.56390171714,-100
Brant,397.5,0.772,25,0.2321,0.000144221,75,0.2777,0.000172555,0.000130053,5.66692e-07,ACSR,1,-0.344699394419143,512.809050978151,-100
Ibis,397.5,0.783,25,0.2311,0.000143599,75,0.2764,0.000171747,0.000129525,5.62964e-07,ACSR,1,-0.347601734348135,510.707426603933,-100
Lark,397.5,0.806,25,0.2294,0.000142543,75,0.2743,0.000170443,0.000128593,5.57993e-07,ACSR,1,-0.353629977174977,506.479905189625,-100
Pelican,477,0.814,25,0.195,0.000121168,75,0.2331,0.000144842,0.000109331,4.73486e-07,ACSR,1,-0.355613350680648,502.314808787747,-100
Flicker,477,0.846,25,0.1937,0.00012036,75,0.2316,0.00014391,0.000108585,4.71001e-07,ACSR,1,-0.363882864323466,496.752487881585,-100
Hawk,477,0.858,25,0.1928,0.000119801,75,0.2305,0.000143226,0.000108088,4.68515e-07,ACSR,1,-0.366949043137831,494.735849979068,-100
Hen,477,0.883,25,0.191,0.000118682,75,0.229,0.000142294,0.000106876,4.72243e-07,ACSR,1,-0.373294259707375,490.670113607129,-100
Osprey,556.5,0.879,25,0.1676,0.000104142,75,0.2002,0.000124399,9.40137e-05,4.05135e-07,ACSR,1,-0.372208984226754,488.991478159598,-100
Parakeet,556.5,0.914,25,0.166,0.000103148,75,0.199,0.000123653,9.28952e-05,4.10106e-07,ACSR,1,-0.381014416922355,483.474586169434,-100
Dove,556.5,0.927,25,0.1655,0.000102837,75,0.1978,0.000122908,9.2802e-05,4.01407e-07,ACSR,1,-0.384249270220791,481.549602156438,-100
Eagle,556.5,0.953,25,0.1642,0.000102029,75,0.1963,0.000121975,9.20564e-05,3.98921e-07,ACSR,1,-0.390671421267817,477.805670688267,-100
Peacock,605,0.953,25,0.1532,9.51943e-05,75,0.183,0.000113711,8.59358e-05,3.70338e-07,ACSR,1,-0.390636116404994,476.515858124512,-100
Squab,605,0.966,25,0.1524,9.46972e-05,75,0.1821,0.000113152,8.54698e-05,3.69095e-07,ACSR,1,-0.393826341822864,474.653204050006,-100
Teal,605,0.994,25,0.1513,9.40137e-05,75,0.1808,0.000112344,8.48484e-05,3.6661e-07,ACSR,1,-0.4006549535305,470.855278217089,-100
Wood Duck,605,0.994,25,0.1512,9.39516e-05,75,0.1806,0.00011222,8.48174e-05,3.65367e-07,ACSR,1,-0.400654631530889,470.842411116362,-100
Duck,605,0.952,25,0.1533,9.52564e-05,75,0.188,0.000116818,8.44756e-05,4.31233e-07,ACSR,1,-0.390390221892944,476.650423454482,-100
Kingbird,636,0.94,25,0.147,9.13418e-05,75,0.1755,0.000109051,8.24872e-05,3.54182e-07,ACSR,1,-0.387409358125347,477.62082014845,-100
Rook,636,0.977,25,0.1458,9.05961e-05,75,0.1742,0.000108243,8.17727e-05,3.5294e-07,ACSR,1,-0.396496051024923,472.375168241005,-100
Grosbeak,636,0.99,25,0.1451,9.01612e-05,75,0.1733,0.000107684,8.13998e-05,3.50454e-07,ACSR,1,-0.399662380270773,470.57799280007,-100
Scoter,636,1.019,25,0.1439,8.94155e-05,75,0.1719,0.000106814,8.07163e-05,3.47969e-07,ACSR,1,-0.406667570436271,466.768085004442,-100
Egret,636,1.019,25,0.144,8.94777e-05,75,0.172,0.000106876,8.07785e-05,3.47969e-07,ACSR,1,-0.406667899492709,466.781727964795,-100
Swift,636,0.93,25,0.1477,9.17768e-05,75,0.1763,0.000109548,8.28911e-05,3.55425e-07,ACSR,1,-0.384935797985394,479.155543054862,-100
Goose,636,0.977,25,0.1459,9.06583e-05,75,0.1789,0.000111164,8.04056e-05,4.10106e-07,ACSR,1,-0.396496323568147,472.387629274309,-100
Flamingo,666.6,1,25,0.1393,8.65572e-05,75,0.1663,0.000103334,7.81687e-05,3.35541e-07,ACSR,1,-0.402071927999879,468.520433406869,-100
Gannet,666.6,1.014,25,0.1385,8.60601e-05,75,0.1654,0.000102775,7.77027e-05,3.34299e-07,ACSR,1,-0.40544765086092,466.646522750573,-100
Gull,666.6,0.9999,25,0.1394,8.66194e-05,75,0.1708,0.00010613,7.68638e-05,3.90222e-07,ACSR,1,-0.40204795620206,468.551203723646,-100
Stilt,715.5,1.036,25,0.1299,8.07163e-05,75,0.1551,9.63749e-05,7.2887e-05,3.13172e-07,ACSR,1,-0.41069427938481,462.755805927081,-100
Starling,715.5,1.051,25,0.1292,8.02814e-05,75,0.1543,9.58778e-05,7.24831e-05,3.11929e-07,ACSR,1,-0.414269198246538,460.834664164856,-100
Redwing,715.5,1.081,25,0.1282,7.966e-05,75,0.1531,9.51322e-05,7.19239e-05,3.09444e-07,ACSR,1,-0.421373907708196,457.247551262641,-100
Crow,715.5,1.04,25,0.1299,8.07163e-05,75,0.1592,9.89225e-05,7.16132e-05,3.64124e-07,ACSR,1,-0.411649719303859,462.261858025915,-100
Turbit,795,1.0634,25,0.1185,7.36327e-05,75,0.1412,8.77378e-05,6.65801e-05,2.82103e-07,ACSR,1,-0.417177853135088,457.78080947767,-100
Puffin,795,1.0772,25,0.1179,7.32598e-05,75,0.1405,8.73029e-05,6.62383e-05,2.8086e-07,ACSR,1,-0.420441547121075,456.074562458904,-100
Cuckoo,795,1.092,25,0.1172,7.28249e-05,75,0.1398,8.68679e-05,6.58034e-05,2.8086e-07,ACSR,1,-0.423927410466428,454.258417509526,-100
Drake,795,1.108,25,0.117,7.27006e-05,75,0.139,8.63708e-05,6.58655e-05,2.73404e-07,ACSR,1,-0.427674492776968,452.463192657435,-100
Skimmer,795,1.14,25,0.1155,7.17686e-05,75,0.1379,8.56873e-05,6.48092e-05,2.78375e-07,ACSR,1,-0.43510260274345,448.827160574073,-100
Mallard,795,1.14,25,0.116,7.20792e-05,75,0.138,8.57494e-05,6.52441e-05,2.73404e-07,ACSR,1,-0.435104345798315,448.91519641481,-100
Coot,795,1.04,25,0.119,7.39434e-05,75,0.1417,8.80485e-05,6.68908e-05,2.82103e-07,ACSR,1,-0.411612155786476,460.692606527151,-100
Tern,795,1.063,25,0.1185,7.36327e-05,75,0.1421,8.82971e-05,6.63005e-05,2.93288e-07,ACSR,1,-0.417082989068779,457.818044306357,-100
Condor,795,1.092,25,0.117,7.27006e-05,75,0.14,8.69922e-05,6.55548e-05,2.85831e-07,ACSR,1,-0.423926707872219,454.226324181118,-100
Ruddy,900,1.131,25,0.1051,6.53063e-05,75,0.1259,7.82308e-05,5.8844e-05,2.58491e-07,ACSR,1,-0.43298158418107,447.941607401433,-100
Canary,900,1.162,25,0.1039,6.45606e-05,75,0.1269,7.88522e-05,5.74148e-05,2.85831e-07,ACSR,1,-0.440135274388341,444.455337635084,-100
Corncrake,954,1.165,25,0.0994,6.17645e-05,75,0.1183,7.35084e-05,5.58925e-05,2.34879e-07,ACSR,1,-0.440808614619075,443.313912353662,-100
Redbird,954,1.196,25,0.0982,6.10188e-05,75,0.117,7.27006e-05,5.51779e-05,2.33636e-07,ACSR,1,-0.447899391380187,439.969450496234,-100
Merganser,954,1.2481,25,0.0967,6.00867e-05,75,0.1152,7.15821e-05,5.4339e-05,2.29908e-07,ACSR,1,-0.459659862474433,434.772586101908,-100
Rail,954,1.165,25,0.0994,6.17645e-05,75,0.1189,7.38812e-05,5.57061e-05,2.42335e-07,ACSR,1,-0.440808607163074,443.313912353662,-100
Cardinal,954,1.196,25,0.0982,6.10188e-05,75,0.1199,7.45026e-05,5.42769e-05,2.69676e-07,ACSR,1,-0.447899355340187,439.969450496234,-100
Snowbird,1033.5,1.203,25,0.0925,5.7477e-05,75,0.1105,6.86617e-05,5.18846e-05,2.23694e-07,ACSR,1,-0.449472823619299,438.13256677355,-100
Ortolan,1033.5,1.212,25,0.0922,5.72906e-05,75,0.11,6.8351e-05,5.17603e-05,2.21209e-07,ACSR,1,-0.451513106691241,437.193608689344,-100
Curlew,1033.5,1.245,25,0.091,5.65449e-05,75,0.108,6.71083e-05,5.12633e-05,2.11267e-07,ACSR,1,-0.458943509093231,433.825078002851,-100
